Date,Category,Demand,Predicted_Demand
1/19/2024,Groceries,80,70.38
1/20/2024,Groceries,139,125.54
1/21/2024,Groceries,157,136.72
1/22/2024,Groceries,116,102.23
1/23/2024,Groceries,61,75.9
1/24/2024,Groceries,284,155.94
1/25/2024,Groceries,135,147.28
1/26/2024,Groceries,135,153.43
1/27/2024,Groceries,148,162.48
1/28/2024,Groceries,131,126.79
1/29/2024,Groceries,85,99.91
1/30/2024,Groceries,108,112.95
9/3/2023,Groceries,217,214.16
9/4/2023,Groceries,205,201.97
9/5/2023,Groceries,207,207.8
9/6/2023,Groceries,149,157.29
9/7/2023,Groceries,176,208.82
9/8/2023,Groceries,74,132.22
9/9/2023,Groceries,113,159.31
9/10/2023,Groceries,144,142.36
9/11/2023,Groceries,49,83.42
9/12/2023,Groceries,93,102.92
9/13/2023,Groceries,237,198.09
9/14/2023,Groceries,153,141.26
9/15/2023,Groceries,115,144.46
9/16/2023,Groceries,136,135.41
9/17/2023,Groceries,115,142.07
9/18/2023,Groceries,100,117.89
9/19/2023,Groceries,233,208.68
9/20/2023,Groceries,83,119.71
9/21/2023,Groceries,122,162.96
9/22/2023,Groceries,104,109.04
9/23/2023,Groceries,128,127.86
9/24/2023,Groceries,135,129.93
9/25/2023,Groceries,159,158.74
9/26/2023,Groceries,119,124.81
9/27/2023,Groceries,84,91.71
9/28/2023,Groceries,150,137.42
9/29/2023,Groceries,102,110.45
9/30/2023,Groceries,118,123.7
10/1/2023,Groceries,51,88.11
10/2/2023,Groceries,225,201.6
10/3/2023,Groceries,191,187.56
10/4/2023,Groceries,134,138.77
10/5/2023,Groceries,117,131.86
10/6/2023,Groceries,79,100.14
10/7/2023,Groceries,126,129.85
10/8/2023,Groceries,87,98.96
10/9/2023,Groceries,33,79.58
10/10/2023,Groceries,47,73.93
10/11/2023,Groceries,104,85.23
10/12/2023,Groceries,122,123.1
10/13/2023,Groceries,52,68.86
10/14/2023,Groceries,66,70.4
10/15/2023,Groceries,94,79.34
10/16/2023,Groceries,80,76.83
10/17/2023,Groceries,47,73.46
10/18/2023,Groceries,57,68.36
10/19/2023,Groceries,61,66.9
10/20/2023,Groceries,71,63.94
10/21/2023,Groceries,113,92.52
10/22/2023,Groceries,102,85.37
10/23/2023,Groceries,93,82.36
10/24/2023,Groceries,88,96.18
10/25/2023,Groceries,124,104.91
10/26/2023,Groceries,46,97.07
10/27/2023,Groceries,87,90.68
10/28/2023,Groceries,161,159.61
10/29/2023,Groceries,102,97.35
10/30/2023,Groceries,126,115.93
10/31/2023,Groceries,138,137.15
11/1/2023,Groceries,119,133.39
11/2/2023,Groceries,259,222.9
11/3/2023,Groceries,71,110.82
11/4/2023,Groceries,145,174.18
11/5/2023,Groceries,121,106.77
11/6/2023,Groceries,94,95.56
11/7/2023,Groceries,71,151.5
11/8/2023,Groceries,120,145.17
11/9/2023,Groceries,206,197.09
11/10/2023,Groceries,44,87.84
11/11/2023,Groceries,100,106.95
11/12/2023,Groceries,173,154.95
11/13/2023,Groceries,155,150.37
11/14/2023,Groceries,98,119.38
11/15/2023,Groceries,188,182.2
11/16/2023,Groceries,91,92.92
11/17/2023,Groceries,126,131.45
11/18/2023,Groceries,41,119.78
11/19/2023,Groceries,113,122.07
11/20/2023,Groceries,194,178.57
11/21/2023,Groceries,106,118.24
11/22/2023,Groceries,148,147.31
11/23/2023,Groceries,168,178.91
11/24/2023,Groceries,85,89.12
11/25/2023,Groceries,128,108.7
11/26/2023,Groceries,60,94.22
11/27/2023,Groceries,63,92.82
11/28/2023,Groceries,101,110.55
11/29/2023,Groceries,61,85.72
11/30/2023,Groceries,99,86.72
12/1/2023,Groceries,124,107.41
12/2/2023,Groceries,164,120.42
12/3/2023,Groceries,133,135.72
12/4/2023,Groceries,201,185.69
12/5/2023,Groceries,67,112.29
12/6/2023,Groceries,110,119.82
12/7/2023,Groceries,133,142
12/8/2023,Groceries,122,153.84
12/9/2023,Groceries,193,177.35
12/10/2023,Groceries,188,189.44
12/11/2023,Groceries,135,146.7
12/12/2023,Groceries,140,149.49
12/13/2023,Groceries,167,175.05
12/14/2023,Groceries,149,165.85
12/15/2023,Groceries,94,135.09
12/16/2023,Groceries,53,95.77
12/17/2023,Groceries,150,150.65
12/18/2023,Groceries,143,164.84
12/19/2023,Groceries,162,152.74
12/20/2023,Groceries,178,163.3
12/21/2023,Groceries,143,148
12/22/2023,Groceries,98,106.38
12/23/2023,Groceries,95,113
12/24/2023,Groceries,99,143.77
12/25/2023,Groceries,102,152
12/26/2023,Groceries,109,117.75
12/27/2023,Groceries,167,183.67
12/28/2023,Groceries,83,96.89
12/29/2023,Groceries,116,115.61
12/30/2023,Groceries,74,92.57
12/31/2023,Groceries,94,121.71
1/1/2024,Groceries,90,110.02
1/2/2024,Groceries,93,83.15
1/3/2024,Groceries,62,69.27
1/4/2024,Groceries,89,96.51
1/5/2024,Groceries,130,120.77
1/6/2024,Groceries,81,85.17
1/7/2024,Groceries,189,167.07
1/8/2024,Groceries,134,134.74
1/9/2024,Groceries,147,132.91
1/10/2024,Groceries,74,111.47
1/11/2024,Groceries,118,104.64
1/12/2024,Groceries,174,156.08
1/13/2024,Groceries,124,136.91
1/14/2024,Groceries,152,147.36
1/15/2024,Groceries,140,144.34
1/16/2024,Groceries,103,128.08
1/17/2024,Groceries,182,187.53
1/18/2024,Groceries,164,155.36
1/19/2024,Groceries,86,91.09
1/20/2024,Groceries,86,126.58
1/21/2024,Groceries,156,158.28
1/22/2024,Groceries,180,164.46
1/23/2024,Groceries,98,88.91
1/24/2024,Groceries,169,170.21
1/25/2024,Groceries,115,137.53
1/26/2024,Groceries,120,157.18
1/27/2024,Groceries,159,149.45
1/28/2024,Groceries,112,124.04
1/29/2024,Groceries,120,129.75
1/30/2024,Groceries,107,107.5
9/3/2023,Groceries,117,144.33
9/4/2023,Groceries,125,118.99
9/5/2023,Groceries,85,150.33
9/6/2023,Groceries,92,102.93
9/7/2023,Groceries,113,126.36
9/8/2023,Groceries,283,226.3
9/9/2023,Groceries,157,162.47
9/10/2023,Groceries,174,176.98
9/11/2023,Groceries,62,139.01
9/12/2023,Groceries,117,131.03
9/13/2023,Groceries,83,101.09
9/14/2023,Groceries,120,134.01
9/15/2023,Groceries,88,97.09
9/16/2023,Groceries,131,120.36
9/17/2023,Groceries,155,158.29
9/18/2023,Groceries,150,164.77
9/19/2023,Groceries,84,104.36
9/20/2023,Groceries,180,177.97
9/21/2023,Groceries,75,103.54
9/22/2023,Groceries,78,116.91
9/23/2023,Groceries,119,135.65
9/24/2023,Groceries,136,143.33
9/25/2023,Groceries,94,127.9
9/26/2023,Groceries,97,114.43
9/27/2023,Groceries,89,103.04
9/28/2023,Groceries,76,106.04
9/29/2023,Groceries,101,101.72
9/30/2023,Groceries,124,118
10/1/2023,Groceries,131,140.59
10/2/2023,Groceries,126,141.04
10/3/2023,Groceries,48,82.02
10/4/2023,Groceries,116,118.16
10/5/2023,Groceries,158,159.89
10/6/2023,Groceries,101,106.05
10/7/2023,Groceries,106,125.08
10/8/2023,Groceries,114,137.11
10/9/2023,Groceries,37,82.3
10/10/2023,Groceries,90,112.28
10/11/2023,Groceries,66,91.41
10/12/2023,Groceries,113,119.47
10/13/2023,Groceries,87,93.73
10/14/2023,Groceries,79,79.08
10/15/2023,Groceries,63,79.99
10/16/2023,Groceries,112,101.79
10/17/2023,Groceries,73,100.88
10/18/2023,Groceries,92,91.83
10/19/2023,Groceries,97,111.54
10/20/2023,Groceries,40,69.22
10/21/2023,Groceries,33,73.66
10/22/2023,Groceries,70,76.06
10/23/2023,Groceries,89,92.26
10/24/2023,Groceries,76,83.64
10/25/2023,Groceries,96,77.59
10/26/2023,Groceries,181,134.43
10/27/2023,Groceries,110,117.99
10/28/2023,Groceries,114,131.69
10/29/2023,Groceries,105,103.77
10/30/2023,Groceries,104,113.2
10/31/2023,Groceries,57,71.62
11/1/2023,Groceries,101,119.53
11/2/2023,Groceries,141,145.44
11/3/2023,Groceries,150,138.07
11/4/2023,Groceries,169,154.39
11/5/2023,Groceries,35,72.8
11/6/2023,Groceries,100,124.73
11/7/2023,Groceries,119,134.49
11/8/2023,Groceries,111,123.15
11/9/2023,Groceries,134,122.29
11/10/2023,Groceries,90,105.81
11/11/2023,Groceries,131,131.74
11/12/2023,Groceries,150,148.02
11/13/2023,Groceries,38,94.54
11/14/2023,Groceries,78,100.44
11/15/2023,Groceries,34,98.51
11/16/2023,Groceries,32,79.81
11/17/2023,Groceries,138,132.82
11/18/2023,Groceries,214,160.86
11/19/2023,Groceries,139,130.61
11/20/2023,Groceries,74,88.66
11/21/2023,Groceries,165,150.63
11/22/2023,Groceries,86,95.59
11/23/2023,Groceries,130,133.21
11/24/2023,Groceries,93,128.03
11/25/2023,Groceries,67,91.4
11/26/2023,Groceries,91,114.65
11/27/2023,Groceries,82,120.73
11/28/2023,Groceries,95,101.85
11/29/2023,Groceries,113,113.75
11/30/2023,Groceries,64,89.27
12/1/2023,Groceries,130,142.26
12/2/2023,Groceries,141,123.28
12/3/2023,Groceries,94,111.21
12/4/2023,Groceries,164,154.37
12/5/2023,Groceries,135,149.53
12/6/2023,Groceries,47,124.17
12/7/2023,Groceries,159,167.13
12/8/2023,Groceries,139,131.62
12/9/2023,Groceries,163,174.2
12/10/2023,Groceries,124,135.23
12/11/2023,Groceries,82,134.61
12/12/2023,Groceries,108,129.61
12/13/2023,Groceries,141,161.69
12/14/2023,Groceries,123,147.72
12/15/2023,Groceries,135,146.67
12/16/2023,Groceries,159,171.9
12/17/2023,Groceries,79,94.89
12/18/2023,Groceries,205,183.19
12/19/2023,Groceries,130,173.38
12/20/2023,Groceries,119,131.89
12/21/2023,Groceries,63,73.4
12/22/2023,Groceries,25,105.73
12/23/2023,Groceries,98,108.97
12/24/2023,Groceries,124,135.96
12/25/2023,Groceries,42,75.95
12/26/2023,Groceries,192,158.02
12/27/2023,Groceries,108,102.08
12/28/2023,Groceries,82,97.42
12/29/2023,Groceries,84,105.59
12/30/2023,Groceries,65,85.39
12/31/2023,Groceries,75,91.2
1/1/2024,Groceries,129,124.76
1/2/2024,Groceries,77,90.68
1/3/2024,Groceries,135,135.48
1/4/2024,Groceries,44,84.08
1/5/2024,Groceries,106,124.42
1/6/2024,Groceries,99,117.03
1/7/2024,Groceries,99,95.01
1/8/2024,Groceries,79,107.22
1/9/2024,Groceries,165,150.34
1/10/2024,Groceries,123,121.69
1/11/2024,Groceries,201,193.78
1/12/2024,Groceries,61,87.26
1/13/2024,Groceries,155,173.01
1/14/2024,Groceries,97,99.36
1/15/2024,Groceries,225,199.17
1/16/2024,Groceries,105,125.53
1/17/2024,Groceries,96,129.58
1/18/2024,Groceries,130,145.55
1/19/2024,Groceries,103,103.03
1/20/2024,Groceries,136,169.17
1/21/2024,Groceries,118,111.68
1/22/2024,Groceries,146,134.18
1/23/2024,Groceries,69,90.36
1/24/2024,Groceries,119,123.82
1/25/2024,Groceries,80,101.25
1/26/2024,Groceries,78,99.33
1/27/2024,Groceries,66,87.2
1/28/2024,Groceries,121,132.85
1/29/2024,Groceries,152,124.6
1/30/2024,Groceries,62,89.33
9/3/2023,Electronics,76,86.4
9/4/2023,Electronics,117,99.11
9/5/2023,Electronics,87,82.71
9/6/2023,Electronics,136,107.49
9/7/2023,Electronics,85,100.14
9/8/2023,Electronics,100,101.93
9/9/2023,Electronics,85,88.56
9/10/2023,Electronics,134,135.01
9/11/2023,Electronics,33,53.08
9/12/2023,Electronics,51,56.55
9/13/2023,Electronics,110,88.97
9/14/2023,Electronics,25,58.74
9/15/2023,Electronics,95,73.37
9/16/2023,Electronics,102,72.93
9/17/2023,Electronics,53,96.13
9/18/2023,Electronics,175,109.49
9/19/2023,Electronics,59,83.06
9/20/2023,Electronics,85,73.76
9/21/2023,Electronics,155,121.6
9/22/2023,Electronics,32,82.58
9/23/2023,Electronics,101,95.26
9/24/2023,Electronics,114,97.58
9/25/2023,Electronics,112,107.43
9/26/2023,Electronics,113,102.87
9/27/2023,Electronics,108,94.91
9/28/2023,Electronics,110,101.62
9/29/2023,Electronics,74,88.56
9/30/2023,Electronics,108,103.41
10/1/2023,Electronics,102,96.04
10/2/2023,Electronics,149,142.32
10/3/2023,Electronics,87,96.28
10/4/2023,Electronics,88,84.01
10/5/2023,Electronics,119,106.56
10/6/2023,Electronics,50,63.02
10/7/2023,Electronics,27,58.41
10/8/2023,Electronics,29,60.85
10/9/2023,Electronics,47,55.54
10/10/2023,Electronics,31,63.78
10/11/2023,Electronics,51,39.77
10/12/2023,Electronics,51,42.05
10/13/2023,Electronics,104,52.19
10/14/2023,Electronics,70,63.45
10/15/2023,Electronics,63,47.44
10/16/2023,Electronics,78,53.96
10/17/2023,Electronics,27,49.04
10/18/2023,Electronics,62,63.65
10/19/2023,Electronics,30,44.71
10/20/2023,Electronics,90,61.1
10/21/2023,Electronics,38,61.72
10/22/2023,Electronics,72,60.14
10/23/2023,Electronics,68,59.2
10/24/2023,Electronics,43,48.82
10/25/2023,Electronics,127,94.7
10/26/2023,Electronics,76,68.26
10/27/2023,Electronics,99,82.75
10/28/2023,Electronics,66,76.88
10/29/2023,Electronics,91,82.28
10/30/2023,Electronics,93,85.69
10/31/2023,Electronics,56,70.64
11/1/2023,Electronics,133,101.74
11/2/2023,Electronics,89,98.56
11/3/2023,Electronics,115,100.08
11/4/2023,Electronics,112,87.3
11/5/2023,Electronics,38,48.3
11/6/2023,Electronics,104,86.2
11/7/2023,Electronics,82,77.8
11/8/2023,Electronics,70,73.98
11/9/2023,Electronics,70,86.74
11/10/2023,Electronics,88,87.41
11/11/2023,Electronics,129,77.44
11/12/2023,Electronics,140,108.61
11/13/2023,Electronics,71,78.84
11/14/2023,Electronics,91,91.77
11/15/2023,Electronics,148,102.55
11/16/2023,Electronics,108,100.48
11/17/2023,Electronics,99,96.62
11/18/2023,Electronics,203,133.99
11/19/2023,Electronics,107,147.78
11/20/2023,Electronics,43,64.9
11/21/2023,Electronics,74,91.33
11/22/2023,Electronics,124,112.52
11/23/2023,Electronics,139,142
11/24/2023,Electronics,159,122.57
11/25/2023,Electronics,140,111.73
11/26/2023,Electronics,91,109.67
11/27/2023,Electronics,107,100.9
11/28/2023,Electronics,92,101.79
11/29/2023,Electronics,124,117.74
11/30/2023,Electronics,51,65.16
12/1/2023,Electronics,110,95.65
12/2/2023,Electronics,107,101.78
12/3/2023,Electronics,102,82.02
12/4/2023,Electronics,114,103.41
12/5/2023,Electronics,75,93.86
12/6/2023,Electronics,85,78.7
12/7/2023,Electronics,110,98.48
12/8/2023,Electronics,71,77.25
12/9/2023,Electronics,109,103.49
12/10/2023,Electronics,128,94.11
12/11/2023,Electronics,142,124.21
12/12/2023,Electronics,96,107.67
12/13/2023,Electronics,98,94.68
12/14/2023,Electronics,130,128.35
12/15/2023,Electronics,110,112.69
12/16/2023,Electronics,104,94.55
12/17/2023,Electronics,122,123.55
12/18/2023,Electronics,106,100.46
12/19/2023,Electronics,119,113.66
12/20/2023,Electronics,108,92.98
12/21/2023,Electronics,118,104.92
12/22/2023,Electronics,108,124.74
12/23/2023,Electronics,89,91.67
12/24/2023,Electronics,79,78.67
12/25/2023,Electronics,32,83.44
12/26/2023,Electronics,76,85.07
12/27/2023,Electronics,47,63.96
12/28/2023,Electronics,51,53.21
12/29/2023,Electronics,46,50.11
12/30/2023,Electronics,50,44.13
12/31/2023,Electronics,30,47.38
1/1/2024,Electronics,31,41.25
1/2/2024,Electronics,76,48.7
1/3/2024,Electronics,59,48.52
1/4/2024,Electronics,26,45.72
1/5/2024,Electronics,51,38.58
1/6/2024,Electronics,75,43.67
1/7/2024,Electronics,18,58.5
1/8/2024,Electronics,58,57.63
1/9/2024,Electronics,93,87.92
1/10/2024,Electronics,118,67.19
1/11/2024,Electronics,65,81.67
1/12/2024,Electronics,122,97.15
1/13/2024,Electronics,162,103.64
1/14/2024,Electronics,79,82.71
1/15/2024,Electronics,124,114.65
1/16/2024,Electronics,89,86.76
1/17/2024,Electronics,72,91.11
1/18/2024,Electronics,105,110.51
1/19/2024,Electronics,68,77.39
1/20/2024,Electronics,115,99.22
1/21/2024,Electronics,45,52.34
1/22/2024,Electronics,94,89.42
1/23/2024,Electronics,91,89.28
1/24/2024,Electronics,119,90.51
1/25/2024,Electronics,86,97.03
1/26/2024,Electronics,49,71.82
1/27/2024,Electronics,81,81.58
1/28/2024,Electronics,87,80.39
1/29/2024,Electronics,77,75.74
1/30/2024,Electronics,96,85.47
9/3/2023,Groceries,99,99.7
9/4/2023,Groceries,127,111.87
9/5/2023,Groceries,174,170.51
9/6/2023,Groceries,156,133.51
9/7/2023,Groceries,106,113.07
9/8/2023,Groceries,108,114.49
9/9/2023,Groceries,138,155.39
9/10/2023,Groceries,131,141.64
9/11/2023,Groceries,135,131.96
9/12/2023,Groceries,169,140.54
9/13/2023,Groceries,148,121.17
9/14/2023,Groceries,86,120.73
9/15/2023,Groceries,215,183.06
9/16/2023,Groceries,131,133.53
9/17/2023,Groceries,116,116.98
9/18/2023,Groceries,146,123
9/19/2023,Groceries,121,106.49
9/20/2023,Groceries,120,111.49
9/21/2023,Groceries,93,114
9/22/2023,Groceries,177,163.69
9/23/2023,Groceries,82,97.35
9/24/2023,Groceries,142,150.25
9/25/2023,Groceries,127,124.45
9/26/2023,Groceries,88,129.29
9/27/2023,Groceries,86,89.7
9/28/2023,Groceries,126,116.95
9/29/2023,Groceries,142,117.26
9/30/2023,Groceries,51,59.48
10/1/2023,Groceries,121,98.83
10/2/2023,Groceries,151,119.53
10/3/2023,Groceries,102,119.13
10/4/2023,Groceries,87,97.48
10/5/2023,Groceries,96,87.48
10/6/2023,Groceries,51,68.27
10/7/2023,Groceries,52,60.27
10/8/2023,Groceries,95,84.56
10/9/2023,Groceries,56,72.84
10/10/2023,Groceries,92,82.62
10/11/2023,Groceries,47,49.04
10/12/2023,Groceries,60,80.23
10/13/2023,Groceries,103,76.45
10/14/2023,Groceries,73,66.38
10/15/2023,Groceries,65,76.18
10/16/2023,Groceries,67,81.67
10/17/2023,Groceries,93,79.58
10/18/2023,Groceries,62,61.62
10/19/2023,Groceries,35,62.1
10/20/2023,Groceries,86,62.03
10/21/2023,Groceries,73,55.62
10/22/2023,Groceries,89,69.34
10/23/2023,Groceries,75,75.34
10/24/2023,Groceries,92,89.37
10/25/2023,Groceries,125,91.29
10/26/2023,Groceries,141,108.64
10/27/2023,Groceries,137,107.38
10/28/2023,Groceries,132,113.87
10/29/2023,Groceries,114,116.45
10/30/2023,Groceries,95,95.8
10/31/2023,Groceries,138,121.11
11/1/2023,Groceries,186,158.26
11/2/2023,Groceries,110,133.33
11/3/2023,Groceries,88,99.22
11/4/2023,Groceries,147,126.58
11/5/2023,Groceries,128,127.15
11/6/2023,Groceries,130,114
11/7/2023,Groceries,98,115.28
11/8/2023,Groceries,113,135.41
11/9/2023,Groceries,86,83.07
11/10/2023,Groceries,140,123.2
11/11/2023,Groceries,123,109.35
11/12/2023,Groceries,157,129.86
11/13/2023,Groceries,224,170.24
11/14/2023,Groceries,207,190.04
11/15/2023,Groceries,86,96.23
11/16/2023,Groceries,70,133.29
11/17/2023,Groceries,43,77.2
11/18/2023,Groceries,81,122.69
11/19/2023,Groceries,69,67.09
11/20/2023,Groceries,103,96.04
11/21/2023,Groceries,107,87.35
11/22/2023,Groceries,91,67.24
11/23/2023,Groceries,133,104.55
11/24/2023,Groceries,57,73.9
11/25/2023,Groceries,135,99.32
11/26/2023,Groceries,80,85.7
11/27/2023,Groceries,146,113.62
11/28/2023,Groceries,94,84.49
11/29/2023,Groceries,64,79.53
11/30/2023,Groceries,154,118.31
12/1/2023,Groceries,177,157.44
12/2/2023,Groceries,74,100.59
12/3/2023,Groceries,82,97.87
12/4/2023,Groceries,227,163.93
12/5/2023,Groceries,91,125.35
12/6/2023,Groceries,111,159.97
12/7/2023,Groceries,96,107.27
12/8/2023,Groceries,61,74.21
12/9/2023,Groceries,94,103.79
12/10/2023,Groceries,68,80.45
12/11/2023,Groceries,144,79.99
12/12/2023,Groceries,61,67.47
12/13/2023,Groceries,183,124.3
12/14/2023,Groceries,73,84.59
12/15/2023,Groceries,173,103.82
12/16/2023,Groceries,123,109.14
12/17/2023,Groceries,92,114.08
12/18/2023,Groceries,207,153.87
12/19/2023,Groceries,125,118.89
12/20/2023,Groceries,150,136.94
12/21/2023,Groceries,71,94.75
12/22/2023,Groceries,40,81.42
12/23/2023,Groceries,138,120.78
12/24/2023,Groceries,111,115.03
12/25/2023,Groceries,87,97.74
12/26/2023,Groceries,100,100.29
12/27/2023,Groceries,80,108.56
12/28/2023,Groceries,64,64.6
12/29/2023,Groceries,124,96.99
12/30/2023,Groceries,50,58.06
12/31/2023,Groceries,39,76.12
1/1/2024,Groceries,99,75.09
1/2/2024,Groceries,63,84.5
1/3/2024,Groceries,72,69.53
1/4/2024,Groceries,109,83.92
1/5/2024,Groceries,84,80.1
1/6/2024,Groceries,80,65.41
1/7/2024,Groceries,123,111.26
1/8/2024,Groceries,34,70.85
1/9/2024,Groceries,151,119.98
1/10/2024,Groceries,63,105.82
1/11/2024,Groceries,4,59.97
1/12/2024,Groceries,152,87.27
1/13/2024,Groceries,146,94.89
1/14/2024,Groceries,146,109.28
1/15/2024,Groceries,111,112.74
1/16/2024,Groceries,128,97.25
1/17/2024,Groceries,118,114.07
1/18/2024,Groceries,107,127.51
1/19/2024,Groceries,168,126.1
1/20/2024,Groceries,131,130.72
1/21/2024,Groceries,82,91.37
1/22/2024,Groceries,114,104.36
1/23/2024,Groceries,138,136.92
1/24/2024,Groceries,134,115.14
1/25/2024,Groceries,114,160.43
1/26/2024,Groceries,120,132.49
1/27/2024,Groceries,117,104.38
1/28/2024,Groceries,130,120.33
1/29/2024,Groceries,80,80.2
1/30/2024,Groceries,129,109.7
9/3/2023,Electronics,60,65.25
9/4/2023,Electronics,110,115.69
9/5/2023,Electronics,73,70.51
9/6/2023,Electronics,89,106.66
9/7/2023,Electronics,92,88.67
9/8/2023,Electronics,70,81.37
9/9/2023,Electronics,120,119.69
9/10/2023,Electronics,96,88.54
9/11/2023,Electronics,67,103.81
9/12/2023,Electronics,61,89.62
9/13/2023,Electronics,96,116.21
9/14/2023,Electronics,96,107.18
9/15/2023,Electronics,142,125.51
9/16/2023,Electronics,48,65.34
9/17/2023,Electronics,88,97.79
9/18/2023,Electronics,207,159.28
9/19/2023,Electronics,125,127.31
9/20/2023,Electronics,108,108.76
9/21/2023,Electronics,136,139.29
9/22/2023,Electronics,76,69.53
9/23/2023,Electronics,56,64.19
9/24/2023,Electronics,83,81.21
9/25/2023,Electronics,91,124.98
9/26/2023,Electronics,121,127.68
9/27/2023,Electronics,116,122.21
9/28/2023,Electronics,166,133.98
9/29/2023,Electronics,61,78.42
9/30/2023,Electronics,112,108.23
10/1/2023,Electronics,75,86.88
10/2/2023,Electronics,94,96.56
10/3/2023,Electronics,74,75.56
10/4/2023,Electronics,28,57.93
10/5/2023,Electronics,122,97.65
10/6/2023,Electronics,149,121.6
10/7/2023,Electronics,82,88.88
10/8/2023,Electronics,57,112.5
10/9/2023,Electronics,44,104.68
10/10/2023,Electronics,57,64.61
10/11/2023,Electronics,65,92.18
10/12/2023,Electronics,99,108.71
10/13/2023,Electronics,47,51.75
10/14/2023,Electronics,87,80.44
10/15/2023,Electronics,110,90.3
10/16/2023,Electronics,39,63.33
10/17/2023,Electronics,44,78.52
10/18/2023,Electronics,33,72.96
10/19/2023,Electronics,57,64.44
10/20/2023,Electronics,78,69.6
10/21/2023,Electronics,40,45.4
10/22/2023,Electronics,56,64.19
10/23/2023,Electronics,89,73.54
10/24/2023,Electronics,22,50.12
10/25/2023,Electronics,67,77.15
10/26/2023,Electronics,49,79.71
10/27/2023,Electronics,132,97.62
10/28/2023,Electronics,65,81.8
10/29/2023,Electronics,52,74.05
10/30/2023,Electronics,86,88.87
10/31/2023,Electronics,46,62.17
11/1/2023,Electronics,100,79.85
11/2/2023,Electronics,126,118.18
11/3/2023,Electronics,150,141.52
11/4/2023,Electronics,145,120.35
11/5/2023,Electronics,140,148.08
11/6/2023,Electronics,83,105.78
11/7/2023,Electronics,78,111.51
11/8/2023,Electronics,162,148.98
11/9/2023,Electronics,99,112.96
11/10/2023,Electronics,54,132.42
11/11/2023,Electronics,123,125.57
11/12/2023,Electronics,86,118.62
11/13/2023,Electronics,46,71.26
11/14/2023,Electronics,121,126.76
11/15/2023,Electronics,69,109.56
11/16/2023,Electronics,99,91.3
11/17/2023,Electronics,72,83.59
11/18/2023,Electronics,88,88.72
11/19/2023,Electronics,102,100.21
11/20/2023,Electronics,57,61.22
11/21/2023,Electronics,39,70.33
11/22/2023,Electronics,40,65.48
11/23/2023,Electronics,88,75.81
11/24/2023,Electronics,30,66.08
11/25/2023,Electronics,101,88.74
11/26/2023,Electronics,68,82.03
11/27/2023,Electronics,47,80.68
11/28/2023,Electronics,69,82.32
11/29/2023,Electronics,65,79.25
11/30/2023,Electronics,70,79.9
12/1/2023,Electronics,99,79.66
12/2/2023,Electronics,42,85.03
12/3/2023,Electronics,97,84.82
12/4/2023,Electronics,118,95.83
12/5/2023,Electronics,97,90.03
12/6/2023,Electronics,109,121.08
12/7/2023,Electronics,46,79.91
12/8/2023,Electronics,106,105.27
12/9/2023,Electronics,117,140.52
12/10/2023,Electronics,135,132.89
12/11/2023,Electronics,80,115.29
12/12/2023,Electronics,93,101.74
12/13/2023,Electronics,86,99.62
12/14/2023,Electronics,129,131.68
12/15/2023,Electronics,97,102.94
12/16/2023,Electronics,113,128.52
12/17/2023,Electronics,86,83.15
12/18/2023,Electronics,102,117.34
12/19/2023,Electronics,133,130.85
12/20/2023,Electronics,99,113.1
12/21/2023,Electronics,103,119.78
12/22/2023,Electronics,74,76.95
12/23/2023,Electronics,96,98.78
12/24/2023,Electronics,130,131.46
12/25/2023,Electronics,54,81.48
12/26/2023,Electronics,168,150.88
12/27/2023,Electronics,58,95.78
12/28/2023,Electronics,11,66.33
12/29/2023,Electronics,57,82.99
12/30/2023,Electronics,29,54.83
12/31/2023,Electronics,80,60.18
1/1/2024,Electronics,61,74.83
1/2/2024,Electronics,43,47.15
1/3/2024,Electronics,47,50.64
1/4/2024,Electronics,51,50.63
1/5/2024,Electronics,38,53.32
1/6/2024,Electronics,49,48.17
1/7/2024,Electronics,53,46.99
1/8/2024,Electronics,37,47.23
1/9/2024,Electronics,81,79.06
1/10/2024,Electronics,51,81.42
1/11/2024,Electronics,117,95.09
1/12/2024,Electronics,98,80.55
1/13/2024,Electronics,122,99.95
1/14/2024,Electronics,72,86.87
1/15/2024,Electronics,72,87.45
1/16/2024,Electronics,90,101.24
1/17/2024,Electronics,77,74.92
1/18/2024,Electronics,184,172.1
1/19/2024,Electronics,108,133.03
1/20/2024,Electronics,161,154.71
1/21/2024,Electronics,135,132.98
1/22/2024,Electronics,80,114.82
1/23/2024,Electronics,95,97.8
1/24/2024,Electronics,87,104.22
1/25/2024,Electronics,87,99.82
1/26/2024,Electronics,121,133.46
1/27/2024,Electronics,148,158.45
1/28/2024,Electronics,37,50.94
1/29/2024,Electronics,90,99.38
1/30/2024,Electronics,101,90.65
9/3/2023,Clothing,125,106.21
9/4/2023,Clothing,100,101.77
9/5/2023,Clothing,98,111.31
9/6/2023,Clothing,148,133.37
9/7/2023,Clothing,47,80.1
9/8/2023,Clothing,66,84.58
9/9/2023,Clothing,147,136.05
9/10/2023,Clothing,139,111.51
9/11/2023,Clothing,78,89.3
9/12/2023,Clothing,72,88.37
9/13/2023,Clothing,96,87.13
9/14/2023,Clothing,128,107.21
9/15/2023,Clothing,114,96.9
9/16/2023,Clothing,59,75.97
9/17/2023,Clothing,103,93.02
